CUST_ID,OPEN_ORG_NUM,IDF_TYP_CD,GENDER,bad_good,CUST_INTERNATIONAL_GOLD_FLAG,CUST_INTERNATIONAL_COMMON_FLAG,CUST_INTERNATIONAL_SIL_FLAG,CUST_INTERNATIONAL_DIAMOND_FLAG,CUST_GOLD_COMMON_FLAG,CUST_STAD_PLATINUM_FLAG,CUST_LUXURY_PLATINUM_FLAG,CUST_PLATINUM_FINANCIAL_FLAG,CUST_DIAMOND_FLAG,CUST_INFINIT_FLAG,CUST_BUSINESS_FLAG,CUST_ASSET_AMT,CUST_DEBT_AMT,L3_CUST_ASSET_AVG_AMT,L6_CUST_ASSET_AVG_AMT,L3_CUST_DEBT_AVG_AMT,L6_CUST_DEBT_AVG_AMT,DEP_SA_OPEN_TENURE_DAYS,DEP_SA_LAST_TENURE_DAYS,DEP_SA_AVG_TENURE_DAYS,DEP_SA_SUMACCOUNT_CNT,L3_DEP_SA_AVG_ACCOUNT_CNT,L6_DEP_SA_AVG_ACCOUNT_CNT,DEP_TD_FLAG,LOAN_FLAG,FUND_FLAG,C_FUND_FLAG,D_FUND_FLAG,S_FUND_FLAG,BOND_FLAG,CER_BOND_FLAG,BK_BOND_FLAG,LG_TXN_AMT,LG_TXN_CNT,L3_LG_TXN_AVG_AMT,L3_LG_TXN_AVG_CNT,L6_LG_TXN_AVG_AMT,L6_LG_TXN_AVG_CNT
1000006968,602,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,631.42,0,631.2933333,630.97,0,0,4358,4205,4282,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000008372,602,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,57862.11,0,57858.51,57553.02833,0,0,3385,2664,2961,29,29,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000008847,602,ZR01,1,1,0,0,0,1,1,1,0,0,0,0,0,49055.62,0,65087.51667,59478.06167,0,0,4781,112,1978,13,13,13,0,1,1,0,0,0,0,0,0,0,0,391042.64,4.666666666,245521.32,2.833333333
1000008863,602,ZR01,2,1,0,0,0,1,1,0,0,0,0,0,0,155006.7,0,158932.0833,139774.5017,0,0,4806,271,1705,14,14,14,0,1,1,0,0,0,0,0,0,787756.87,7,1454633.25,14.66666667,1001196.315,10.66666667
1000011647,602,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,624322.53,0,615861.0533,610057.3317,0,0,1928,1775,1852,1,1,1,0,0,0,0,0,0,0,0,0,327275.5,4,109091.8333,1.333333333,54545.91667,0.666666666
1000012470,602,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,157002.68,0,137452.68,117513.7917,0,0,2784,2631,2708,1,1,1,1,0,1,0,0,0,0,0,0,0,0,21666.66667,0.333333333,10833.33333,0.166666666
1000031484,602,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,20195.4,0,20191.46,20181.115,0,0,3236,3083,3160,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000031501,602,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,2513.46,0,1982.503333,1321.441667,0,0,181,28,105,1,1,1,0,0,0,0,0,0,0,0,0,0,0,50000,1,25000,0.5
1000031872,602,ZR01,1,0,0,0,0,1,0,0,0,0,0,0,0,896.92,0,896.7466667,896.2866667,0,0,2676,2523,2600,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000040320,602,ZR01,2,0,0,0,0,1,0,0,0,0,0,0,0,30502.48,0,32337.44667,22527.83667,0,0,993,840,917,3,3,3,0,0,1,0,0,0,0,0,0,0,0,99564.85333,1.666666666,49782.42667,0.833333333
1000045704,603,ZR01,1,0,0,0,1,0,0,0,0,0,0,0,0,104.27,0,104.1466667,4821.956667,0,0,427,230,318,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000046000,610,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,19078.91,0,50153.37333,56419.36,0,0,375,222,299,1,1,1,0,0,0,0,0,0,0,0,0,50000,1,60000,1,44602.16667,0.666666666
1000046642,602,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,58352.59,0,58352.54667,57887.42,0,0,2185,2032,2109,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000099013,602,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,31628.03,0,39581.26667,31089.48,0,0,384,231,308,1,1,1,0,0,0,0,0,0,0,0,0,0,0,106756.8033,1.333333333,86711.735,1
1000099764,602,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,390000,0,390000,390000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000099871,602,ZR01,1,0,0,0,0,0,0,1,0,0,0,0,0,704741.17,3716033.33,495617.41,253344.54,3716924.073,3716478.702,1547,539,1044,2,2,2,0,0,0,0,0,0,0,0,0,650000,3,216666.6667,1,118333.3333,0.666666666
1000102930,606,ZR01,1,0,1,0,0,0,0,0,0,0,0,0,0,834038.43,0,824455.51,812213.3467,0,0,851,652,744,3,3,3,0,0,0,0,0,0,0,0,0,100000,1,168253.5167,1,84126.75833,0.5
1000107347,604,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,2588.11,0,4500.766667,2542.918333,0,0,84,23,27,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000109755,602,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,533.48,0,533.3866667,533.1516667,0,0,4497,4344,4421,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000109798,602,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,624.81,0,624.69,624.3716667,0,0,4497,4344,4421,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000109814,602,ZR01,1,0,0,1,0,0,0,0,0,0,0,0,0,3082.79,0,3082.19,3080.605,0,0,4497,866,1777,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000110638,615,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,169.2,0,1940.533333,1224.621667,0,0,396,243,320,1,1,1,0,0,0,0,0,0,0,0,0,0,0,173347.98,2.666666666,86673.99,1.333333333
1000112111,602,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,108533.93,0,108533.92,108533.8883,0,0,2346,1386,1867,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000116802,603,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,17785.87,0,16519.85,13640.88,0,0,4671,174,1719,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000118848,603,ZR01,1,0,0,0,0,0,1,0,0,0,0,0,0,738.03,0,700.6833333,915.9116667,0,0,1835,16,1461,2,2,1,0,0,0,0,0,0,0,0,0,0,0,16666.66667,0.333333333,8333.333333,0.166666666
1000120550,603,ZR01,1,0,0,0,0,0,1,0,0,0,0,0,0,6736.97,0,4507.243333,2601.31,0,0,1571,4,825,3,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1000123297,602,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,100786.4,0,80622.58667,81060.385,0,0,960,807,884,1,1,1,0,0,1,0,0,0,0,0,0,0,0,167390.2067,2,83695.10333,1
1000176941,603,ZR01,1,0,1,0,0,1,1,0,0,0,0,0,0,1927765.31,0,1814566.377,1685878.285,0,0,1356,735,913,6,6,6,0,0,1,0,0,0,0,0,0,908602.12,6,1892237.86,5.666666666,1524918.373,3.5
1000178588,615,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,14926.07,0,14990.57333,14571.78333,0,0,463,30,210,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000179126,603,ZR01,2,1,0,0,0,0,0,0,0,0,0,0,0,1852.95,0,1852.59,1851.65,0,0,3630,2369,3000,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000179687,603,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,3335.34,0,49812.72667,95928.63333,0,0,1253,758,1006,2,2,2,0,0,0,0,0,0,0,0,0,0,0,376253.9067,2.666666666,328266.4417,2.333333333
1000182306,603,ZR01,1,0,1,0,0,0,0,0,0,0,0,0,0,1719265.38,0,1714399.253,1752081.315,0,0,3237,759,2349,9,9,9,1,0,1,0,0,0,0,0,0,0,0,764912.5367,2,791224.475,1.666666666
1000182952,603,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,11.78,0,11.78,584.0016667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000184633,603,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,13221.97,0,13222.03,13225.70333,0,0,4569,4416,4493,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000185904,603,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,16351.21,0,14282.61,8015.388333,0,0,4179,4026,4103,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000187015,603,ZR01,1,0,0,1,0,1,0,0,0,0,0,0,0,499814.35,0,500365.8567,401014.295,0,0,3085,327,1602,11,11,11,0,0,0,0,0,0,0,0,0,393948.48,5,827994.1533,9.333333333,714155.5133,7.166666666
1000188169,612,ZR01,2,0,0,0,0,0,1,0,0,0,0,0,0,13690.27,0,10091.38,9913.233333,0,0,867,383,619,3,3,3,0,0,1,0,0,0,0,0,0,734628,13,244876,4.333333333,122438,2.166666666
1000191644,603,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,10000,0,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000195812,607,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,12809.88,0,10222.86667,8068.45,0,0,1109,956,1033,1,1,1,0,0,0,0,0,0,0,0,0,0,0,183228.0467,1.333333333,91614.02333,0.666666666
1000199289,601,ZR01,1,0,0,0,0,1,0,0,0,0,0,0,0,154686.7,0,202376.94,323269.1933,0,0,1400,1247,1324,3,3,3,1,0,0,0,0,0,0,0,0,407735.81,4,1683930.947,8,1193430.982,5.333333333
1000200034,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,535.36,0,535.2566667,534.98,0,0,4718,4565,4642,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000200129,601,ZR01,2,0,0,0,1,0,0,0,0,0,0,0,0,463593.93,0,461747.87,458360.165,0,0,2378,447,880,5,5,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000200284,601,ZR01,2,0,0,1,0,0,0,0,0,0,0,0,0,18897.45,0,7206.503333,8135.451667,0,0,1838,26,1431,3,3,2,0,0,0,0,0,0,0,0,0,70000,1,23333.33333,0.333333333,11666.66667,0.166666666
1000200624,601,ZR01,1,0,0,0,0,0,0,0,0,0,1,0,0,198016.82,802520,234323.8467,224266.565,535013.3333,668766.6667,4781,858,2820,2,2,2,0,1,0,0,0,0,0,0,0,1096875.94,4,6471118.793,17.33333333,4151588.787,12
1000200679,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,1031.12,0,1030.923333,1030.411667,0,0,4781,4595,4683,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000200830,601,ZR01,1,0,1,0,0,1,1,0,0,0,0,0,0,1222421.87,0,1213325.81,859191.53,0,0,4781,438,2660,14,14,14,1,0,1,0,0,0,0,0,0,5757616.94,22,9387733.377,35,5897811.48,23.16666667
1000201823,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,1342,0,1341.74,1341.05,0,0,2822,2669,2746,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000205077,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,3445.56,248336.22,3364.266667,4445.593333,251342.2167,249839.2183,1538,1238,1389,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000210329,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,43.07,0,43.06666667,2450.251667,0,0,3623,3470,3547,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000212098,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,107289.27,0,142643.6133,146124.32,0,0,155,2,79,1,1,1,0,0,0,0,0,0,0,0,0,408016.65,4,604172.9667,5,437497.395,3.166666666
1000212596,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,2105.59,0,2149.98,2706.015,0,0,240,87,164,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000212910,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,6461.08,589240.52,7431.326667,7979.161667,593700.5833,591470.5517,1593,1440,1517,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000215500,610,ZR01,1,0,0,0,0,0,1,0,0,0,0,0,0,4050.03,0,15924.62667,8657.838333,0,0,710,557,634,1,1,1,0,0,0,0,0,0,0,0,0,0,0,86333.33333,0.666666666,43166.66667,0.333333333
1000216908,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,294561.05,0,294558.2,291457.3233,0,0,4772,489,2641,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000217647,601,ZR01,2,0,0,0,0,1,0,0,0,0,0,0,0,662530.67,0,663052.2367,652496.105,0,0,1726,1573,1650,3,3,3,1,0,1,0,0,0,0,0,0,371936.47,6,505648.2533,8,321139.3183,5.333333333
1000218488,610,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,12570.73,0,13385.34333,12941.78833,0,0,662,509,586,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000218538,601,ZR01,2,0,0,0,0,1,0,0,0,0,0,0,0,247157.27,0,222593.8733,203425.55,0,0,2461,791,2006,4,4,4,0,0,0,0,0,0,0,0,0,871030.26,6,831176.3867,7.666666666,656266.4233,6.833333333
1000219157,601,ZR01,1,0,1,0,0,1,0,0,0,0,0,0,0,596648.17,0,606617.3567,614489.8133,0,0,1804,718,1254,7,7,7,1,0,0,0,0,0,0,0,0,1018489.71,6,745946.3667,2.666666666,984715.9583,2.333333333
1000222822,601,ZR01,2,0,0,0,0,0,1,0,0,0,0,0,0,11167.45,0,9418.136667,8828.143333,0,0,213,60,137,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000233548,609,ZR01,1,0,0,0,0,0,0,1,0,0,0,0,0,357066.95,0,235034.7033,127428.47,0,0,662,125,418,4,4,4,0,0,0,0,0,0,0,0,0,1928235.98,10,859411.9933,4.333333333,429705.9967,2.166666666
1000234439,601,ZR01,1,0,0,0,0,0,1,0,0,0,0,0,0,229158.83,0,181796.8333,101915.2833,0,0,1354,1,678,2,2,2,1,0,0,0,0,0,0,0,0,360000,3,120000,1,68333.33333,0.666666666
1000234889,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,9965.98,0,8632.336667,8252.125,0,0,3209,3056,3133,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000236096,601,ZR01,2,0,1,0,0,0,1,0,0,0,0,0,0,6787.87,0,8183.36,9402.946667,0,0,3405,1146,1955,6,6,6,1,0,0,0,0,0,0,0,0,0,0,135595.1267,1.333333333,67797.56333,0.666666666
1000239242,605,ZR01,2,0,1,0,0,0,0,0,0,0,0,0,0,538998.72,0,536137.2567,530478.7367,0,0,860,707,784,3,3,3,0,0,1,0,0,0,0,0,0,2231884.37,6,2231298,6,1115649,3
1000239828,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,2066.8,0,5276.186667,3903.113333,0,0,1181,1028,1105,1,1,1,0,0,0,0,0,0,0,0,0,50000,1,16666.66667,0.333333333,8333.333333,0.166666666
1000243799,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,304384.61,0,303520.1333,302460.455,0,0,4773,1187,3047,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000245007,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,28288.31,0,28192.76333,28171.31833,0,0,3457,3076,3267,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000248734,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,1178896.76,0,1181696.657,1198647.468,0,0,3351,609,1939,7,7,7,1,0,0,0,0,0,0,0,0,401681.64,2,669311.87,3,401463.2417,1.833333333
1000256565,601,ZR01,1,0,0,0,0,0,0,1,0,0,0,0,0,339.93,1996567,3746.006667,5733.088333,1331044.667,1663805.833,1910,860,1386,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000258055,601,ZR01,1,0,0,0,0,1,1,0,0,0,0,0,0,3049634.55,5863202.5,3058562.663,3081441.79,3908801.667,4886002.083,1683,137,709,6,6,6,1,0,0,0,0,0,0,0,0,60530.87,1,422676.9567,6.333333333,305671.8117,4.833333333
1000259057,601,ZR01,1,0,1,0,0,1,0,0,0,0,0,0,0,1311.58,0,1914.823333,2613.908333,0,0,1804,1597,1701,7,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000269462,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,535.94,0,535.8366667,535.56,0,0,4771,4618,4695,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000273776,601,ZR01,2,0,0,0,0,1,0,0,0,0,0,0,0,206495.89,0,209343.4033,279533.5817,0,0,3524,1267,2275,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000279594,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,295187.44,0,294037.06,286449.585,0,0,2349,33,1050,4,4,4,1,0,0,0,0,0,0,0,0,0,0,252986.8733,1,126493.4367,0.5
1000283003,202,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,147304.83,0,132066.79,103407.2183,0,0,920,87,530,3,3,3,0,0,0,0,0,0,0,0,0,0,0,410430.14,4.333333333,205215.07,2.166666666
1000283216,601,ZR01,2,0,0,0,1,0,0,0,0,0,0,0,0,16902.49,0,46910.47333,71323.12833,0,0,3237,410,1156,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,64632.38333,0.666666666
1000284537,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,91877.87,0,90749.11,90467.345,0,0,2979,2497,2714,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000284775,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,950.38,0,950.1966667,949.71,0,0,341,188,265,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000285356,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.97,1075.241667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000289869,605,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,100000,100000,0,0,303,150,227,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000296245,601,ZR01,2,0,0,0,1,0,0,0,0,0,0,0,0,382923.05,0,375882.69,368672.9367,0,0,1320,922,1095,5,5,5,0,0,0,0,0,0,0,0,0,0,0,367397.63,1.333333333,243550.9383,1.333333333
1000299002,601,ZR01,2,0,0,0,0,0,1,0,0,0,0,0,0,64650.03,0,53830.62,47666.96167,0,0,4740,4587,4664,1,1,1,1,0,0,0,0,0,0,0,0,50000,1,16666.66667,0.333333333,8333.333333,0.166666666
1000299415,226,ZR01,1,0,0,0,0,0,1,0,0,0,0,0,0,2795.32,0,2632.823333,1660.746667,0,0,698,12,512,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000303072,601,ZR01,2,1,0,0,0,0,0,0,0,0,0,0,0,983.5,0,983.3033333,982.7966667,0,0,4725,4572,4649,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000307219,601,ZR01,1,0,0,0,0,1,0,0,0,0,0,0,0,52022.86,0,52012.85667,51986.64333,0,0,3398,1144,2320,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000322531,601,ZR01,2,0,1,0,0,0,0,0,0,0,0,0,0,21637.13,318618.06,21520.61667,21416.755,320984.3567,319801.2083,3421,1204,2249,7,7,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000328207,601,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,2473.12,0,2472.636667,2471.371667,0,0,1714,558,1137,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000345204,601,ZR01,1,0,1,0,0,1,0,0,0,0,0,0,0,129332.46,0,149668.7533,144603.275,0,0,2720,2141,2470,8,8,8,0,0,0,0,0,0,0,0,0,509454.62,4,1130048.017,10,786582.7817,7.833333333
1000351489,613,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0,1.093333333,30420.26667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52135.21167,0.666666666
1000374065,601,ZR01,2,0,0,0,0,0,1,0,0,0,0,0,0,253920.64,0,253585.32,249712.7,0,0,705,552,629,1,1,1,0,0,0,0,0,0,0,0,0,252165.75,1,251348.63,1,125674.315,0.5
1000380556,608,ZR01,1,0,0,0,1,0,0,0,0,0,0,0,0,237217.35,0,236738.8833,235629.4333,0,0,568,406,485,4,4,4,0,0,0,0,0,0,0,0,0,200000,1,66666.66667,0.333333333,66666.66667,0.333333333
1000382014,615,ZR01,1,0,0,0,0,0,0,0,0,0,0,0,0,102023.22,0,101870.0767,89561.45167,0,0,841,688,765,1,1,1,0,0,0,0,0,0,0,0,0,0,0,33707.21333,0.333333333,16853.60667,0.166666666
1000386563,601,ZR01,1,0,0,0,0,0,0,1,0,0,0,0,0,0.24,0,532.5233333,2401.4,0,0,2643,1,1323,2,2,2,0,0,0,0,0,0,0,0,0,200000,4,116666.6667,2.333333333,125750,2.333333333
1000390798,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,2293.97,0,2293.52,2292.343333,0,0,2967,2814,2891,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000413813,602,ZR01,2,0,0,0,0,0,1,0,0,0,0,0,0,8173.36,0,39219.71,50996.64833,0,0,955,802,879,1,1,1,0,0,0,0,0,0,0,0,0,0,0,66998.24,1.333333333,50199.74833,1
1000417666,601,ZR01,2,0,1,0,0,0,0,0,0,0,0,0,0,101336.33,0,101316.4933,101264.4367,0,0,3196,1330,1835,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000423940,601,ZR01,1,0,0,0,0,1,0,0,0,0,1,0,0,2233395.73,5689281.41,2903200.76,3282805.287,5728553.503,5708917.457,3853,18,2464,15,14,14,0,1,1,0,0,0,0,0,0,2000000,2,1941984.993,2.333333333,1154186.878,1.5
1000427384,601,ZR01,1,0,0,0,0,0,0,1,0,0,0,0,0,419,474655.85,733.6,1718.91,475466.5967,475061.2233,2531,99,1316,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1000429853,605,ZR01,1,0,0,0,0,1,0,0,0,0,0,0,0,49086.38,0,23287.14667,25645.165,0,0,796,416,550,4,4,4,0,0,0,0,0,0,0,0,0,1189269.94,2,396423.3133,0.666666666,198211.6567,0.333333333
1000451197,601,ZR01,1,1,0,1,0,1,0,0,0,0,1,0,0,5436360.69,0,5357652.74,5198473.673,0,0,2951,3,1272,10,10,10,1,1,1,0,0,0,0,0,0,16581695.63,31,23208939.5,61.66666667,15695723.03,42.83333333
1000452006,601,ZR01,2,0,0,0,0,0,0,0,0,0,0,0,0,92.82,0,197896.1433,403203.5533,0,0,3484,1036,2261,2,2,2,0,0,0,0,0,0,0,0,0,0,0,409540.0567,0.666666666,204770.0283,0.333333333
1000454505,604,ZR01,2,0,0,0,0,0,1,1,0,0,0,0,0,7041.22,1203705,7610.863333,8196.938333,969371.39,1086538.195,584,431,508,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
